task_seed,task_id,acid_type,difficulty,direction,pka_family,true_pair_count,true_concentration_m,initial_volume_ml,initial_ph,target_ph,true_success,strict_success,severe_failure,measured_success,false_stop,steps,overshoots,final_abs_error,total_volume_ml,acid_added_ml,base_added_ml,final_true_ph,final_measured_ph,stop_reason,suite,method,training_seed
510001,64,triprotic,near,acid,separated,3,0.1359637450440819,15.358130715811104,5.018,4.802,0,0,0,0,0,50,0,0.1206634947096834,1.0000000000000004,1.0000000000000004,0.0,4.922663494709683,4.92,max_steps,nominal_locked,ppo,404
510001,65,triprotic,far,base,overlapping,3,0.037866781182165826,8.622433447114716,4.064,6.259,1,1,0,1,0,10,8,0.012126220542947763,12.940000000000001,5.94,7.000000000000001,6.246873779457053,6.25,measured_success,nominal_locked,ppo,404
510001,66,triprotic,near,base,overlapping,3,0.032126847567600106,10.051023859249465,3.512,4.036,1,0,0,1,0,2,1,0.050703002281775156,2.85,0.0,2.85,4.086703002281775,4.09,measured_success,nominal_locked,ppo,404
510001,67,monoprotic,far,base,single,1,0.03659646127402541,11.65845923894184,3.106,5.421,0,0,1,0,0,50,47,3.2282162536291947,14.720000000000006,6.560000000000004,8.160000000000002,8.649216253629195,8.65,max_steps,nominal_locked,ppo,404
510001,68,triprotic,far,base,separated,3,0.1325827628826864,15.896585738634919,5.052,7.366,1,0,0,1,0,8,0,0.09151734770221154,21.959999999999997,0.0,21.959999999999997,7.274482652297788,7.2700000000000005,measured_success,nominal_locked,ppo,404
510001,69,triprotic,medium,base,separated,3,0.09634123132003858,10.162416710035423,4.722,6.656,0,0,0,0,0,50,46,0.32099958739405654,13.399999999999993,4.719999999999999,8.679999999999994,6.335000412605943,6.34,max_steps,nominal_locked,ppo,404
510001,70,monoprotic,medium,base,single,1,0.03307301161124354,11.89044934515459,2.997,4.516,1,0,0,1,0,13,10,0.055877368654398296,8.91,4.13,4.78,4.460122631345602,4.46,measured_success,nominal_locked,ppo,404
510001,71,monoprotic,medium,base,single,1,0.038643845697970136,13.09268165908812,2.365,3.708,1,1,0,1,0,1,0,0.041465071497340134,3.66,0.0,3.66,3.66653492850266,3.67,measured_success,nominal_locked,ppo,404
510001,72,monoprotic,far,acid,single,1,0.07603739907728327,9.70426453613363,7.397,4.639,0,0,1,0,0,22,10,1.8911031865563617,50.0,25.460000000000004,24.539999999999996,6.530103186556362,6.53,dose_limit,nominal_locked,ppo,404
510001,73,diprotic,far,acid,separated,2,0.05831446757838838,12.757181932174698,5.106,2.591,1,1,0,1,0,3,1,0.030790023572617287,11.68,11.15,0.53,2.560209976427383,2.56,measured_success,nominal_locked,ppo,404
510001,74,monoprotic,near,base,single,1,0.031458041082427605,11.342802967467215,2.53,2.832,1,0,0,1,0,1,1,0.062203867730468154,0.8200000000000001,0.0,0.8200000000000001,2.894203867730468,2.89,measured_success,nominal_locked,ppo,404
510001,75,diprotic,medium,base,separated,2,0.08633864993744114,10.754257024575843,2.427,3.928,1,1,0,1,0,3,0,0.028303343407931614,5.250000000000001,0.0,5.250000000000001,3.8996966565920683,3.9,measured_success,nominal_locked,ppo,404
510001,76,monoprotic,medium,acid,single,1,0.12654131362277163,14.595257091638725,4.117,2.606,1,1,0,1,0,6,2,0.0005844035978874729,15.610000000000001,14.55,1.06,2.6065844035978873,2.61,measured_success,nominal_locked,ppo,404
510001,77,monoprotic,medium,base,single,1,0.03738264700428384,15.69208634529317,3.397,4.741,1,0,0,1,0,1,0,0.07262425028939745,3.66,0.0,3.66,4.668375749710602,4.67,measured_success,nominal_locked,ppo,404
510001,78,diprotic,medium,acid,separated,2,0.042603968665567225,14.51420953094403,3.305,1.84,1,0,0,1,0,3,1,0.09199185089498418,6.52,5.46,1.06,1.748008149105016,1.75,measured_success,nominal_locked,ppo,404
510001,79,triprotic,medium,base,separated,3,0.08948860680741791,14.142467696107444,1.835,2.689,1,0,0,1,0,10,0,0.0747985780603857,7.310000000000001,0.0,7.310000000000001,2.6142014219396144,2.61,measured_success,nominal_locked,ppo,404
510001,80,monoprotic,near,acid,single,1,0.14593141227607687,13.62835868002758,6.839,6.279,1,0,0,1,0,2,0,0.0799800672187505,2.77,2.77,0.0,6.35898006721875,6.36,measured_success,nominal_locked,ppo,404
510001,81,diprotic,far,acid,separated,2,0.03025398227410255,11.854101461017736,5.421,2.415,1,0,0,1,0,3,1,0.05329567900213927,8.07,7.01,1.06,2.3617043209978608,2.36,measured_success,nominal_locked,ppo,404
510001,82,monoprotic,far,base,single,1,0.06825967435800576,15.648747269657205,5.873,8.759,1,1,0,1,0,6,5,0.0026742261776391274,15.620000000000001,2.91,12.71,8.76167422617764,8.76,measured_success,nominal_locked,ppo,404
510001,83,diprotic,far,base,separated,2,0.05997127143175049,12.968987255602315,4.576,8.45,1,0,0,1,0,10,5,0.05361660974161353,18.57,3.5300000000000002,15.040000000000001,8.503616609741613,8.5,measured_success,nominal_locked,ppo,404
510001,84,triprotic,medium,acid,separated,3,0.0720133327216766,13.989335629352551,5.415,3.994,1,1,0,1,0,5,0,0.04580332948067811,7.760000000000002,7.760000000000002,0.0,4.039803329480678,4.04,measured_success,nominal_locked,ppo,404
510001,85,triprotic,medium,acid,separated,3,0.12946592481558092,15.516098670505546,5.176,3.945,1,0,0,1,0,6,0,0.06742133919029891,13.13,13.13,0.0,4.012421339190299,4.01,measured_success,nominal_locked,ppo,404
510001,86,triprotic,near,acid,separated,3,0.06829109333691742,9.918995833083368,6.69,6.238,1,1,0,1,0,2,2,0.030098166184020947,2.77,1.71,1.06,6.268098166184021,6.2700000000000005,measured_success,nominal_locked,ppo,404
510001,87,monoprotic,near,base,single,1,0.030459276371918382,9.011323015992357,6.257,6.781,1,1,0,1,0,7,0,0.0371682109212772,0.7,0.0,0.7,6.7438317890787225,6.74,measured_success,nominal_locked,ppo,404
510001,88,monoprotic,medium,acid,single,1,0.14301630808355167,9.72761313350223,7.99,6.307,1,1,0,1,0,6,3,0.03717543902624243,10.350000000000001,9.820000000000002,0.53,6.269824560973758,6.2700000000000005,measured_success,nominal_locked,ppo,404
510001,89,triprotic,medium,base,overlapping,3,0.11841534355573777,11.979472511729973,3.383,4.801,1,0,0,1,0,13,0,0.05256613853955017,22.28,0.0,22.28,4.74843386146045,4.75,measured_success,nominal_locked,ppo,404
510001,90,triprotic,medium,base,separated,3,0.15919688764788933,11.490980564473357,2.989,4.939,1,0,0,1,0,15,0,0.08968574897814463,22.550000000000004,0.0,22.550000000000004,4.849314251021855,4.8500000000000005,measured_success,nominal_locked,ppo,404
510001,91,monoprotic,near,base,single,1,0.045610625271846866,12.45967942360231,4.527,4.763,1,0,0,1,0,4,0,0.05709400433139855,0.34,0.0,0.34,4.705905995668601,4.71,measured_success,nominal_locked,ppo,404
510001,92,triprotic,near,acid,separated,3,0.03662062113845103,14.814060866275401,4.527,4.159,1,1,0,1,0,1,1,0.015102124794892369,1.79,1.79,0.0,4.143897875205107,4.14,measured_success,nominal_locked,ppo,404
510001,93,diprotic,medium,acid,separated,2,0.04698564962934715,14.69130694289877,4.167,2.834,1,1,0,1,0,4,1,0.015118738539040333,7.52,7.52,0.0,2.8188812614609597,2.82,measured_success,nominal_locked,ppo,404
510001,94,monoprotic,near,acid,single,1,0.0518021433986586,11.23390167633711,4.924,4.229,0,0,0,1,1,3,1,0.10345106220797096,5.25,3.66,1.59,4.125548937792029,4.13,measured_success,nominal_locked,ppo,404
510001,95,monoprotic,near,base,single,1,0.17301499317558644,13.014728558639971,7.538,7.927,0,0,0,0,0,50,0,0.29973116027897007,1.0000000000000004,0.0,1.0000000000000004,7.6272688397210295,7.63,max_steps,nominal_locked,ppo,404
510001,96,triprotic,near,acid,separated,3,0.06160826660532193,14.099316122940479,2.118,1.855,1,0,0,1,0,1,0,0.06777162450492735,1.79,1.79,0.0,1.9227716245049273,1.92,measured_success,nominal_locked,ppo,404
510001,97,monoprotic,near,base,single,1,0.10090900138956127,13.09900890485626,4.788,5.383,1,1,0,1,0,6,3,0.0002408074997157783,8.48,3.57,4.91,5.383240807499716,5.38,measured_success,nominal_locked,ppo,404
510001,98,monoprotic,medium,base,single,1,0.08768124631961718,9.09721272820915,8.471,10.207,1,0,0,1,0,5,1,0.07406340917822263,0.5,0.0,0.5,10.281063409178223,10.28,measured_success,nominal_locked,ppo,404
510001,99,diprotic,near,base,separated,2,0.08806592018629636,13.415726642456727,3.043,3.641,1,1,0,1,0,4,0,0.0438207663462542,3.91,0.0,3.91,3.597179233653746,3.6,measured_success,nominal_locked,ppo,404
510001,100,triprotic,medium,acid,overlapping,3,0.06928644004575783,10.237249378229848,3.837,2.51,1,0,0,1,0,2,0,0.05513159756606445,5.71,5.71,0.0,2.5651315975660642,2.57,measured_success,nominal_locked,ppo,404
510001,101,monoprotic,medium,base,single,1,0.17717636255149052,9.772997814178195,2.957,3.843,1,0,0,1,0,4,0,0.0769196141891717,5.910000000000001,0.0,5.910000000000001,3.7660803858108283,3.77,measured_success,nominal_locked,ppo,404
510001,102,triprotic,far,acid,separated,3,0.13012250673175668,12.124753275450093,4.789,1.938,1,1,0,1,0,6,0,0.04209250249554697,19.479999999999997,19.479999999999997,0.0,1.980092502495547,1.98,measured_success,nominal_locked,ppo,404
510001,103,diprotic,near,base,separated,2,0.061968367826327565,10.45158198255924,4.616,4.856,1,0,0,1,0,6,0,0.07789777150220978,0.54,0.0,0.54,4.77810222849779,4.78,measured_success,nominal_locked,ppo,404
510001,104,monoprotic,near,base,single,1,0.1492392496013723,12.973845730158384,3.981,4.609,1,0,0,1,0,1,0,0.08432429581954715,1.79,0.0,1.79,4.524675704180453,4.5200000000000005,measured_success,nominal_locked,ppo,404
510001,105,triprotic,near,base,overlapping,3,0.11369304919056308,9.880523668695158,3.764,4.278,1,0,0,1,0,11,0,0.07635668175823174,7.620000000000002,0.0,7.620000000000002,4.201643318241768,4.2,measured_success,nominal_locked,ppo,404
510001,106,monoprotic,medium,acid,single,1,0.1553801290031066,15.736157939807905,7.557,6.01,1,0,0,1,0,13,0,0.07667611379253003,13.45,13.45,0.0,6.08667611379253,6.09,measured_success,nominal_locked,ppo,404
510001,107,diprotic,near,base,separated,2,0.09185715831534946,11.869922090632677,6.172,6.68,1,0,0,1,0,27,0,0.08870969772144122,2.700000000000001,0.0,2.700000000000001,6.5912903022785585,6.59,measured_success,nominal_locked,ppo,404
510001,108,diprotic,medium,acid,separated,2,0.04162557736101766,11.347506688242978,4.974,4.247,1,0,0,1,0,5,4,0.07487809760289821,7.460000000000001,4.720000000000001,2.74,4.321878097602898,4.32,measured_success,nominal_locked,ppo,404
510001,109,monoprotic,far,acid,single,1,0.13433096648708312,13.061833074200706,5.854,2.883,1,0,0,1,0,9,4,0.05234960670186428,21.69,15.49,6.200000000000001,2.9353496067018643,2.94,measured_success,nominal_locked,ppo,404
510001,110,diprotic,medium,base,separated,2,0.09185513670122092,8.090165074143906,4.443,5.157,1,1,0,1,0,1,0,0.02464313817473318,3.66,0.0,3.66,5.132356861825267,5.13,measured_success,nominal_locked,ppo,404
510001,111,monoprotic,medium,acid,single,1,0.03613583774763401,10.210647045712768,4.027,2.35,1,0,0,1,0,9,5,0.07489020074873798,11.680000000000001,6.5200000000000005,5.160000000000001,2.275109799251262,2.2800000000000002,measured_success,nominal_locked,ppo,404
510001,112,diprotic,far,base,separated,2,0.03419147487165735,10.446296661922375,3.078,5.463,1,0,0,1,0,3,2,0.061027524958533697,9.43,2.5,6.930000000000001,5.401972475041466,5.4,measured_success,nominal_locked,ppo,404
510001,113,triprotic,medium,acid,separated,3,0.047808690080025834,9.621057904640832,6.279,5.437,1,0,0,1,0,3,3,0.06275617402181854,7.030000000000001,4.720000000000001,2.31,5.374243825978182,5.37,measured_success,nominal_locked,ppo,404
510001,114,monoprotic,medium,base,single,1,0.031000545949714357,15.247167566904437,6.615,8.614,1,1,0,1,0,4,3,0.033559405835763556,12.370000000000001,5.0,7.37,8.647559405835764,8.65,measured_success,nominal_locked,ppo,404
510001,115,monoprotic,near,acid,single,1,0.04964240368100869,9.744467471831234,6.902,6.491,1,0,0,1,0,4,4,0.06586508728094742,3.6300000000000003,2.24,1.3900000000000001,6.556865087280947,6.5600000000000005,measured_success,nominal_locked,ppo,404
510001,116,triprotic,medium,acid,overlapping,3,0.07280146527282517,11.664304465987032,3.066,1.546,1,0,0,1,0,5,0,0.05281204235955328,10.08,10.08,0.0,1.5988120423595533,1.6,measured_success,nominal_locked,ppo,404
510001,117,monoprotic,near,acid,single,1,0.11626557841211155,13.11605483105507,3.748,3.498,1,1,0,1,0,3,3,0.016949074395012254,3.3800000000000003,2.3200000000000003,1.06,3.481050925604988,3.48,measured_success,nominal_locked,ppo,404
510001,118,triprotic,near,acid,separated,3,0.05462577503412669,8.45944492063183,2.534,2.017,1,1,0,1,0,3,2,0.04026858501664021,4.87,3.06,1.81,2.05726858501664,2.06,measured_success,nominal_locked,ppo,404
510001,119,monoprotic,near,base,single,1,0.0724787752444243,9.532581400723515,4.015,4.541,1,0,0,1,0,2,0,0.052598697077835155,1.53,0.0,1.53,4.488401302922165,4.49,measured_success,nominal_locked,ppo,404
510001,120,monoprotic,far,base,single,1,0.14119441327324153,9.501263236887073,7.718,11.245,1,0,0,1,0,7,2,0.086315840170057,14.590000000000002,6.550000000000001,8.040000000000001,11.158684159829942,11.16,measured_success,nominal_locked,ppo,404
510001,121,triprotic,near,acid,overlapping,3,0.04622588695571428,13.868509791102852,4.276,3.934,1,1,0,1,0,1,0,0.0382814863116705,1.79,1.79,0.0,3.9722814863116707,3.97,measured_success,nominal_locked,ppo,404
510001,122,monoprotic,medium,acid,single,1,0.03686778367334759,14.752217562889879,7.262,6.372,0,0,0,0,0,50,48,0.147869353028538,7.480000000000003,4.110000000000001,3.370000000000002,6.519869353028538,6.5200000000000005,max_steps,nominal_locked,ppo,404
510001,123,monoprotic,near,base,single,1,0.03280518140069258,15.652332335419302,7.342,7.925,1,0,0,1,0,2,2,0.060597245398038346,5.970000000000001,2.31,3.66,7.8644027546019615,7.86,measured_success,nominal_locked,ppo,404
510001,124,monoprotic,near,base,single,1,0.09810416565284887,9.944093303165538,6.856,7.388,1,0,0,1,0,7,0,0.09268261570709946,0.7,0.0,0.7,7.2953173842929,7.3,measured_success,nominal_locked,ppo,404
510001,125,monoprotic,far,acid,single,1,0.15947868267663762,14.75415407122479,7.163,3.655,1,1,0,1,0,9,7,0.0022476134286608662,21.17,16.580000000000002,4.59,3.652752386571339,3.65,measured_success,nominal_locked,ppo,404
510001,126,diprotic,medium,base,separated,2,0.031094770580488217,11.113257932664817,2.895,3.633,1,1,0,1,0,6,4,0.036716031390980675,4.3100000000000005,1.46,2.8500000000000005,3.5962839686090193,3.6,measured_success,nominal_locked,ppo,404
510001,127,triprotic,far,acid,separated,3,0.052243855358716694,13.35643981911688,6.199,2.489,1,1,0,1,0,5,0,0.01081499460448665,15.570000000000002,15.570000000000002,0.0,2.4998149946044865,2.5,measured_success,nominal_locked,ppo,404
510001,128,diprotic,far,acid,separated,2,0.07990127254265339,15.842702615332808,5.162,1.535,1,0,0,1,0,7,0,0.08592449687015402,21.029999999999998,21.029999999999998,0.0,1.620924496870154,1.62,measured_success,nominal_locked,ppo,404
510001,129,diprotic,far,base,separated,2,0.08036230261565541,12.202549836326668,3.654,7.407,1,1,0,1,0,8,6,0.03533715919433433,19.46,3.32,16.14,7.371662840805666,7.37,measured_success,nominal_locked,ppo,404
510001,130,triprotic,near,acid,separated,3,0.05868671513926981,8.739397758914851,6.885,6.647,1,0,0,1,0,9,0,0.097729703035073,0.18,0.18,0.0,6.744729703035073,6.74,measured_success,nominal_locked,ppo,404
510001,131,diprotic,far,base,separated,2,0.05762317983575778,9.411152488251009,4.241,7.158,0,0,0,0,0,50,49,0.12369039657345571,16.869999999999987,5.5499999999999945,11.319999999999991,7.281690396573456,7.28,max_steps,nominal_locked,ppo,404
510001,132,diprotic,far,base,separated,2,0.04569072101991988,8.166621288412426,4.436,6.478,1,0,0,1,0,13,11,0.06322889011807753,12.52,5.53,6.99,6.541228890118077,6.54,measured_success,nominal_locked,ppo,404
510001,133,triprotic,far,base,separated,3,0.10849775224265631,10.46848890040068,2.016,4.915,1,0,0,1,0,5,0,0.08400132447916331,16.36,0.0,16.36,4.830998675520837,4.83,measured_success,nominal_locked,ppo,404
510001,134,monoprotic,near,acid,single,1,0.14981241547451696,8.816998489914145,2.972,2.383,1,0,0,1,0,1,1,0.06463886038109745,3.06,3.06,0.0,2.3183611396189026,2.32,measured_success,nominal_locked,ppo,404
510001,135,diprotic,near,acid,separated,2,0.05297017694454075,11.694676864468544,3.956,3.73,1,0,0,1,0,2,2,0.05751823244088561,2.85,1.79,1.06,3.7875182324408856,3.79,measured_success,nominal_locked,ppo,404
510001,136,diprotic,near,base,separated,2,0.032959819513296094,9.584602319643533,2.996,3.517,1,1,0,1,0,2,2,0.036928452839835035,2.85,1.06,1.79,3.480071547160165,3.48,measured_success,nominal_locked,ppo,404
510001,137,monoprotic,near,base,single,1,0.030537741444139115,13.973317963121016,3.85,4.072,1,0,0,1,0,4,0,0.07200244510956644,0.33,0.0,0.33,3.9999975548904336,4.0,measured_success,nominal_locked,ppo,404
510001,138,diprotic,far,base,separated,2,0.03749102046860075,14.736506537118983,3.085,5.88,1,0,0,1,0,6,4,0.0841236057161554,12.17,1.9,10.27,5.7958763942838445,5.8,measured_success,nominal_locked,ppo,404
510001,139,monoprotic,near,base,single,1,0.05714794593427247,14.495512326557574,6.672,7.236,1,0,0,1,0,3,3,0.07536179333391768,7.23,2.5,4.73,7.3113617933339174,7.3100000000000005,measured_success,nominal_locked,ppo,404
510001,140,monoprotic,medium,acid,single,1,0.09486617937708894,14.31181024431407,7.12,5.791,1,0,0,1,0,18,0,0.0970087238352253,6.879999999999996,6.879999999999996,0.0,5.888008723835226,5.89,measured_success,nominal_locked,ppo,404
510001,141,monoprotic,medium,acid,single,1,0.03393198075859207,10.839015438384443,6.985,5.868,1,1,0,1,0,5,3,0.00640927187513185,7.360000000000001,4.720000000000001,2.64,5.8615907281248685,5.86,measured_success,nominal_locked,ppo,404
510001,142,diprotic,far,base,separated,2,0.08094277809987026,9.625228022497264,4.91,8.261,1,1,0,1,0,5,2,0.00826676734837406,12.07,0.53,11.540000000000001,8.252733232651625,8.25,measured_success,nominal_locked,ppo,404
510001,143,monoprotic,near,acid,single,1,0.030458668082506916,11.738348445951022,4.724,4.042,1,0,0,1,0,6,5,0.06979945951059285,9.150000000000002,4.950000000000001,4.2,3.972200540489407,3.97,measured_success,nominal_locked,ppo,404
510001,144,triprotic,medium,base,separated,3,0.10347967011767839,13.551297210627585,2.577,3.523,1,1,0,1,0,4,0,0.028845827400705293,5.780000000000001,0.0,5.780000000000001,3.494154172599295,3.49,measured_success,nominal_locked,ppo,404
510001,145,monoprotic,far,base,single,1,0.09228654751309677,12.634521970145283,3.82,6.645,0,0,1,0,0,50,49,3.2930051735849695,16.369999999999987,7.409999999999993,8.959999999999994,9.938005173584969,9.94,max_steps,nominal_locked,ppo,404
510001,146,diprotic,medium,base,separated,2,0.17345972667197693,10.388668096704613,5.49,6.662,1,1,0,1,0,6,2,0.028714480365942485,6.71,2.3899999999999997,4.32,6.633285519634057,6.63,measured_success,nominal_locked,ppo,404
510001,147,diprotic,far,base,overlapping,2,0.03330310088816959,9.359787862262326,5.379,7.594,0,0,1,0,0,50,43,1.6753850776286123,17.70999999999998,8.649999999999988,9.05999999999999,9.269385077628613,9.27,max_steps,nominal_locked,ppo,404
510001,148,triprotic,near,acid,separated,3,0.06272388288258297,13.68034130761107,2.492,2.189,1,1,0,1,0,1,0,0.014844379276294006,1.79,1.79,0.0,2.203844379276294,2.2,measured_success,nominal_locked,ppo,404
510001,149,monoprotic,medium,acid,single,1,0.07939332082645158,8.342272227650067,8.76,7.117,1,1,0,1,0,24,0,0.021403627470372832,4.8500000000000005,4.8500000000000005,0.0,7.138403627470373,7.140000000000001,measured_success,nominal_locked,ppo,404
510001,150,diprotic,medium,base,separated,2,0.046706051837719795,14.793734209489557,3.307,5.04,1,1,0,1,0,3,2,0.03194032287961246,5.250000000000001,0.53,4.720000000000001,5.008059677120388,5.01,measured_success,nominal_locked,ppo,404
510001,151,monoprotic,medium,acid,single,1,0.14350165119077693,15.670791597280848,8.438,6.635,1,1,0,1,0,34,1,0.03250023533360924,15.240000000000004,15.240000000000004,0.0,6.6024997646663905,6.6000000000000005,measured_success,nominal_locked,ppo,404
510001,152,diprotic,near,acid,separated,2,0.05087860674386225,11.530321027093635,4.466,4.238,1,0,0,1,0,11,0,0.09225957785498107,0.39999999999999997,0.39999999999999997,0.0,4.3302595778549815,4.33,measured_success,nominal_locked,ppo,404
510001,153,monoprotic,near,base,single,1,0.17084678102060394,13.713115929024188,5.125,5.49,1,0,0,1,0,18,0,0.08242941522327918,1.7200000000000006,0.0,1.7200000000000006,5.407570584776721,5.41,measured_success,nominal_locked,ppo,404
510001,154,diprotic,near,base,overlapping,2,0.16242168245802144,11.615457201278108,3.809,4.062,1,0,0,1,0,36,0,0.09358592000045896,3.4099999999999993,0.0,3.4099999999999993,3.9684140799995413,3.97,measured_success,nominal_locked,ppo,404
510001,155,monoprotic,near,base,single,1,0.12139757940012835,12.603061597258215,2.926,3.446,1,0,0,1,0,2,0,0.08517150961032938,2.85,0.0,2.85,3.360828490389671,3.36,measured_success,nominal_locked,ppo,404
510001,156,diprotic,medium,base,overlapping,2,0.17283193420341364,12.112449481429268,3.164,4.038,1,0,0,1,0,11,0,0.05109030084940436,12.749999999999996,0.0,12.749999999999996,3.986909699150596,3.99,measured_success,nominal_locked,ppo,404
510001,157,monoprotic,medium,base,single,1,0.14671661637673547,15.000067760398707,4.486,5.768,1,1,0,1,0,3,0,0.011196391303285758,8.540000000000001,0.0,8.540000000000001,5.756803608696714,5.76,measured_success,nominal_locked,ppo,404
510001,158,triprotic,far,base,separated,3,0.046600081119860505,11.483840699114447,7.623,11.221,1,1,0,1,0,5,3,0.003193243496706799,15.260000000000002,7.16,8.100000000000001,11.224193243496707,11.22,measured_success,nominal_locked,ppo,404
510001,159,triprotic,near,acid,overlapping,3,0.03662453730308158,8.273084061380466,3.029,2.334,1,0,0,1,0,2,2,0.08762892966404356,3.59,3.06,0.53,2.4216289296640436,2.42,measured_success,nominal_locked,ppo,404
510001,160,monoprotic,medium,acid,single,1,0.03386423673953438,14.721933568942339,5.921,4.366,1,1,0,1,0,11,7,0.0024543446582399042,17.62,9.750000000000002,7.87,4.36354565534176,4.36,measured_success,nominal_locked,ppo,404
510001,161,triprotic,near,acid,separated,3,0.07141408804915259,15.124626244213681,7.14,6.788,1,1,0,1,0,1,0,0.03079567055334742,1.71,1.71,0.0,6.818795670553348,6.82,measured_success,nominal_locked,ppo,404
510001,162,monoprotic,far,acid,single,1,0.1095095210425496,8.467430984579657,8.061,5.508,1,0,0,1,0,7,6,0.050500940116427806,22.15,13.99,8.16,5.558500940116428,5.5600000000000005,measured_success,nominal_locked,ppo,404
510001,163,monoprotic,far,base,single,1,0.12467812097007772,15.240406269366996,2.842,6.783,1,1,0,1,0,12,8,0.037014866513842115,19.65,3.08,16.57,6.745985133486158,6.75,measured_success,nominal_locked,ppo,404
510001,164,diprotic,near,acid,overlapping,2,0.14203797091820639,14.623508316774082,4.18,3.7,1,0,0,1,0,3,0,0.08923884424122352,3.38,3.38,0.0,3.7892388442412237,3.79,measured_success,nominal_locked,ppo,404
510001,165,monoprotic,near,acid,single,1,0.14676460801227068,14.537514630008122,5.111,4.864,1,0,0,1,0,45,0,0.09999714134119397,0.9000000000000005,0.9000000000000005,0.0,4.963997141341194,4.96,measured_success,nominal_locked,ppo,404
510001,166,monoprotic,far,base,single,1,0.04132065192184599,9.211341491707923,4.657,8.014,0,0,1,0,0,50,44,1.2128199216087516,18.76999999999998,8.50999999999999,10.25999999999999,6.801180078391248,6.8,max_steps,nominal_locked,ppo,404
510001,167,monoprotic,near,acid,single,1,0.045903599899222124,15.982942361608739,7.775,7.442,0,0,0,1,1,48,0,0.10192369209273622,0.9600000000000005,0.9600000000000005,0.0,7.543923692092736,7.54,measured_success,nominal_locked,ppo,404
510001,168,diprotic,far,base,separated,2,0.09045394108387768,12.318880547294022,3.463,5.644,1,0,0,1,0,2,1,0.09153686866428679,8.850000000000001,0.0,8.850000000000001,5.735536868664287,5.74,measured_success,nominal_locked,ppo,404
510001,169,diprotic,near,acid,separated,2,0.04041603891413832,15.856468941197257,6.125,5.723,1,0,0,1,0,2,1,0.06803875959559047,2.24,1.71,0.53,5.654961240404409,5.65,measured_success,nominal_locked,ppo,404
510001,170,monoprotic,far,acid,single,1,0.03792618454652924,14.555983496804805,6.247,3.785,0,0,0,0,0,50,46,0.15787331046603192,31.65,16.6,15.049999999999995,3.942873310466032,3.94,max_steps,nominal_locked,ppo,404
510001,171,diprotic,near,acid,separated,2,0.03819198152827926,9.920741568525244,4.246,3.967,1,1,0,1,0,5,3,0.03316630261124365,4.23,2.3200000000000003,1.9100000000000001,3.9338336973887564,3.93,measured_success,nominal_locked,ppo,404
510001,172,monoprotic,far,base,single,1,0.0430894450602627,15.637485351514245,8.499,10.895,1,1,0,1,0,2,2,0.0472403460802191,9.040000000000001,3.18,5.86,10.84775965391978,10.85,measured_success,nominal_locked,ppo,404
510001,173,triprotic,medium,acid,separated,3,0.0475186072079297,14.60829767599179,4.659,3.118,1,1,0,1,0,1,1,0.01135856631551535,5.46,5.46,0.0,3.1066414336844845,3.11,measured_success,nominal_locked,ppo,404
510001,174,diprotic,near,acid,separated,2,0.044474547431017114,8.649880819315408,4.93,4.242,1,1,0,1,0,2,2,0.04842301130672677,5.970000000000001,3.66,2.31,4.290423011306727,4.29,measured_success,nominal_locked,ppo,404
510001,175,monoprotic,far,acid,single,1,0.12211847580600521,11.45546662095352,7.553,4.085,0,0,1,0,0,14,9,1.2617946012341736,50.0,27.06,22.94,2.8232053987658263,2.82,dose_limit,nominal_locked,ppo,404
510001,176,diprotic,near,acid,overlapping,2,0.07993861531035014,10.82975475796405,5.702,5.439,1,0,0,1,0,31,0,0.09378659622610286,0.6200000000000002,0.6200000000000002,0.0,5.532786596226103,5.53,measured_success,nominal_locked,ppo,404
510001,177,monoprotic,near,acid,single,1,0.1271613562449883,8.389868883025098,5.423,5.075,1,1,0,1,0,1,1,0.04865672154028555,1.71,1.71,0.0,5.026343278459715,5.03,measured_success,nominal_locked,ppo,404
510001,178,diprotic,medium,acid,separated,2,0.12956955823257163,11.130909862180602,4.018,2.56,1,0,0,1,0,5,0,0.06896355487697958,12.55,12.55,0.0,2.6289635548769796,2.63,measured_success,nominal_locked,ppo,404
510001,179,monoprotic,near,base,single,1,0.051317518514551415,13.745891111936162,4.605,5.258,1,1,0,1,0,8,6,0.006808247985822469,8.55,4.0,4.55,5.2511917520141775,5.25,measured_success,nominal_locked,ppo,404
510001,180,monoprotic,medium,acid,single,1,0.037983738490566465,8.671926466909648,2.769,1.921,1,0,0,1,0,2,1,0.07155178974211274,4.19,3.66,0.53,1.8494482102578873,1.85,measured_success,nominal_locked,ppo,404
510001,181,monoprotic,medium,acid,single,1,0.14935090353388342,12.746369481646665,5.721,3.868,1,1,0,1,0,5,1,0.010593351458415778,13.97,13.97,0.0,3.857406648541584,3.86,measured_success,nominal_locked,ppo,404
510001,182,diprotic,near,acid,separated,2,0.07229337134352486,10.748898324662068,2.767,2.183,1,0,0,1,0,2,1,0.09053934257866114,4.12,3.06,1.06,2.0924606574213387,2.09,measured_success,nominal_locked,ppo,404
510001,183,monoprotic,medium,acid,single,1,0.041482934143681476,13.042874938127941,8.173,6.332,1,0,0,1,0,1,1,0.07875935093024733,4.24,4.24,0.0,6.2532406490697525,6.25,measured_success,nominal_locked,ppo,404
